pop0:
Fitness:,1000000,Distance,22.3976617218397,Front,1
pop1:
Fitness:,1000000,Distance,22.0997512422418,Front,1
pop2:
Fitness:,0,Distance,24.8062484748657,Front,1
pop3:
Fitness:,0,Distance,22.4721359549996,Front,1
pop4:
Fitness:,0,Distance,24.4017542509914,Front,1
pop5:
Fitness:,0,Distance,24.4017542509914,Front,1
pop6:
Fitness:,0,Distance,24,Front,1
pop7:
Fitness:,0,Distance,24,Front,1
pop8:
Fitness:,0,Distance,23.6023252670426,Front,1
pop9:
Fitness:,0,Distance,23.6023252670426,Front,1
pop10:
Fitness:,0,Distance,23.211102550928,Front,1
pop11:
Fitness:,0,Distance,23.211102550928,Front,1
pop12:
Fitness:,0,Distance,22.8309518948453,Front,1
pop13:
Fitness:,0,Distance,22.8309518948453,Front,1
pop14:
Fitness:,0,Distance,22.4721359549996,Front,1
pop15:
Fitness:,1000000,Distance,22.3960780543711,Front,1
pop16:
Fitness:,1000000,Distance,22.2672508347112,Front,1
pop17:
Fitness:,1000000,Distance,22.1885752506088,Front,1
pop18:
Fitness:,1000000,Distance,22.0997512422418,Front,1
pop19:
Fitness:,1000000,Distance,22.2672508347112,Front,1
pop20:
Fitness:,1000000,Distance,22.2237484161567,Front,1
pop21:
Fitness:,1000000,Distance,22.2237484161567,Front,1
pop22:
Fitness:,1000000,Distance,22.1885752506088,Front,1
pop23:
Fitness:,1000000,Distance,22.3976617218397,Front,1
pop24:
Fitness:,1000000,Distance,22.3960780543711,Front,1
pop25:
Fitness:,1000000,Distance,22.3976617218397,Front,1
pop26:
Fitness:,1100000,Distance,38.0875879816464,Front,0,gene[0]:,20,9,
pop27:
Fitness:,1200000,Distance,34.732137494637,Front,0,gene[0]:,22,15,
pop28:
Fitness:,1100000,Distance,25.0663359565166,Front,0
pop29:
Fitness:,1300000,Distance,30.4818177734159,Front,0,gene[0]:,17,14,
pop30:
Fitness:,1100000,Distance,26.1660919471891,Front,0
pop31:
Fitness:,1100000,Distance,40.8038524434347,Front,0,gene[0]:,24,12,
pop32:
Fitness:,1000000,Distance,38.8367616320903,Front,0,gene[0]:,19,7,
pop33:
Fitness:,1500000,Distance,28.5025199923546,Front,0,gene[0]:,17,17,
pop34:
Fitness:,1200000,Distance,25.5540348181613,Front,0
pop35:
Fitness:,1600000,Distance,27.7705876111021,Front,0,gene[0]:,17,19,
pop36:
Fitness:,1200000,Distance,25.6009868072687,Front,0
pop37:
Fitness:,1000000,Distance,25.0032247597268,Front,0
pop38:
Fitness:,1400000,Distance,29.0831891575846,Front,0,gene[0]:,18,17,
pop39:
Fitness:,1000000,Distance,23.2423220928094,Front,0
pop40:
Fitness:,100000,Distance,22.3976617218397,Front,0
pop41:
Fitness:,1100000,Distance,32.9221954151599,Front,0,gene[0]:,16,10,
pop42:
Fitness:,100000,Distance,23.2423220928094,Front,0
pop43:
Fitness:,1000000,Distance,46.6997768159304,Front,0,gene[0]:,24,6,
pop44:
Fitness:,1100000,Distance,37.37498965515,Front,0,gene[0]:,21,11,
pop45:
Fitness:,100000,Distance,22.6274169979695,Front,0
pop46:
Fitness:,1300000,Distance,27.3697145339888,Front,0
pop47:
Fitness:,1200000,Distance,26.6275903898756,Front,0
pop48:
