pop0:
Fitness:,100000,Distance,28.6067275486074,Front,0,gene[0]:,0,23,
pop1:
Fitness:,100000,Distance,19.142135623731,Front,0,gene[0]:,8,22,
pop2:
Fitness:,1300000,Distance,33.6060652549037,Front,0,gene[0]:,0,4,
pop3:
Fitness:,1000000,Distance,36.0738478231923,Front,0,gene[0]:,20,6,
pop4:
Fitness:,1000000,Distance,20.331512514617,Front,0,gene[0]:,9,15,
pop5:
Fitness:,1300000,Distance,25.5372634749253,Front,0,gene[0]:,20,17,
pop6:
Fitness:,1000000,Distance,19.4390889145858,Front,0,gene[0]:,4,16,
pop7:
Fitness:,1700000,Distance,31.1340572552879,Front,0,gene[0]:,10,0,
pop8:
Fitness:,900000,Distance,43.7107439448645,Front,0,gene[0]:,24,4,
pop9:
Fitness:,1800000,Distance,22.2788205960997,Front,0,gene[0]:,16,20,
pop10:
Fitness:,1600000,Distance,31.2214060947087,Front,0,gene[0]:,12,2,
pop11:
Fitness:,1100000,Distance,27.1359436211787,Front,0,gene[0]:,1,13,
pop12:
Fitness:,0,Distance,19,Front,0,gene[0]:,8,20,
pop13:
Fitness:,1600000,Distance,27.8102496759067,Front,0,gene[0]:,10,4,
pop14:
Fitness:,2000000,Distance,23.5227579077994,Front,0,gene[0]:,17,23,
pop15:
Fitness:,1000000,Distance,19.0356688476182,Front,0,gene[0]:,8,19,
pop16:
Fitness:,1700000,Distance,25.7588368062799,Front,0,gene[0]:,22,21,
pop17:
Fitness:,0,Distance,28.4031242374328,Front,0,gene[0]:,0,20,
pop18:
Fitness:,1400000,Distance,27.0240382720577,Front,0,gene[0]:,11,6,
pop19:
Fitness:,1500000,Distance,22.3978959570729,Front,0,gene[0]:,14,16,
pop20:
Fitness:,1000000,Distance,31.7540838152163,Front,0,gene[0]:,18,8,
pop21:
Fitness:,1000000,Distance,37.2178656737921,Front,0,gene[0]:,23,9,
pop22:
Fitness:,1600000,Distance,27.8035085019828,Front,0,gene[0]:,8,2,
pop23:
Fitness:,1100000,Distance,32.255267186903,Front,0,gene[0]:,23,14,
pop24:
Fitness:,1400000,Distance,27.8347963468199,Front,0,gene[0]:,12,6,
pop25:
Fitness:,1300000,Distance,31.4007575648882,Front,0,gene[0]:,1,4,
pop26:
Fitness:,1000000,Distance,35.3868296386498,Front,0,gene[0]:,21,8,
pop27:
Fitness:,1000000,Distance,39.7517535088639,Front,0,gene[0]:,24,8,
pop28:
Fitness:,500000,Distance,20.2195444572929,Front,0,gene[0]:,11,20,
pop29:
Fitness:,1300000,Distance,30.3991543294781,Front,0,gene[0]:,13,4,
pop30:
Fitness:,1300000,Distance,26.3492364235285,Front,0,gene[0]:,19,15,
pop31:
Fitness:,1200000,Distance,26.2598725219394,Front,0,gene[0]:,14,10,
pop32:
Fitness:,1500000,Distance,27.0755526742482,Front,0,gene[0]:,6,1,
pop33:
Fitness:,1000000,Distance,35.0846586374272,Front,0,gene[0]:,20,7,
pop34:
Fitness:,1400000,Distance,23.4683940143611,Front,0,gene[0]:,15,15,
pop35:
Fitness:,1300000,Distance,25.495218625866,Front,0,gene[0]:,14,11,
pop36:
Fitness:,100000,Distance,20.0045947461683,Front,0,gene[0]:,9,24,
pop37:
Fitness:,1300000,Distance,29.2180482251954,Front,0,gene[0]:,2,4,
pop38:
Fitness:,1000000,Distance,19.2482875908947,Front,0,gene[0]:,4,17,
pop39:
Fitness:,1300000,Distance,24.43074902772,Front,0,gene[0]:,4,5,
pop40:
Fitness:,100000,Distance,18.2626765016321,Front,0,gene[0]:,5,23,
pop41:
Fitness:,1100000,Distance,28.8721459004531,Front,0,gene[0]:,17,10,
pop42:
Fitness:,1000000,Distance,40.3746214257839,Front,0,gene[0]:,21,3,
pop43:
Fitness:,1100000,Distance,33.2435724684703,Front,0,gene[0]:,23,13,
pop44:
Fitness:,1200000,Distance,28.7588368062799,Front,0,gene[0]:,22,16,
pop45:
Fitness:,1000000,Distance,19.560219778561,Front,0,gene[0]:,8,16,
pop46:
Fitness:,1100000,Distance,29.7748519865487,Front,0,gene[0]:,17,9,
pop47:
Fitness:,1000000,Distance,41.7588368062799,Front,0,gene[0]:,22,3,
pop48:
Fitness:,1200000,Distance,28.049245084542,Front,0,gene[0]:,18,12,
pop49:
Fitness:,1200000,Distance,27.4592721592171,Front,0,gene[0]:,2,7,
pop50:
Fitness:,1000000,Distance,19.4169395763059,Front,0,gene[0]:,7,15,
pop51:
Fitness:,1700000,Distance,27.5867182189779,Front,0,gene[0]:,23,21,
pop52:
Fitness:,1400000,Distance,24.7628738248196,Front,0,gene[0]:,17,15,
pop53:
Fitness:,1700000,Distance,23.6805621888516,Front,0,gene[0]:,19,21,
pop54:
Fitness:,1000000,Distance,18.2672875193812,Front,0,gene[0]:,6,19,
pop55:
Fitness:,1000000,Distance,19.1107702762748,Front,0,gene[0]:,4,18,
pop56:
Fitness:,900000,Distance,29.6308918075519,Front,0,gene[0]:,15,7,
pop57:
Fitness:,100000,Distance,18.7382972258855,Front,0,gene[0]:,7,22,
pop58:
Fitness:,900000,Distance,40.7588368062799,Front,0,gene[0]:,22,4,
pop59:
Fitness:,1400000,Distance,31.2769786404636,Front,0,gene[0]:,13,3,
pop60:
Fitness:,1200000,Distance,28.0186625069314,Front,0,gene[0]:,2,6,
pop61:
Fitness:,100000,Distance,20.4593603165802,Front,0,gene[0]:,10,24,
pop62:
Fitness:,100000,Distance,18.3605834740969,Front,0,gene[0]:,6,22,
pop63:
Fitness:,1000000,Distance,39.5010512289139,Front,0,gene[0]:,18,0,
pop64:
Fitness:,100000,Distance,26.3775583264319,Front,0,gene[0]:,1,24,
pop65:
Fitness:,1000000,Distance,20.4593603165802,Front,0,gene[0]:,10,16,
pop66:
Fitness:,1700000,Distance,22.146178636599,Front,0,gene[0]:,15,22,
pop67:
Fitness:,1000000,Distance,40.208173504223,Front,0,gene[0]:,23,6,
pop68:
Fitness:,1400000,Distance,24.7588368062799,Front,0,gene[0]:,22,20,
pop69:
Fitness:,1000000,Distance,33.6651929531038,Front,0,gene[0]:,18,6,
pop70:
