X,0,Y,0
setX,0,setY,0
X,3,Y,1
setX,3,setY,1
X,0,Y,2
setX,0,setY,2
X,3,Y,1
setX,3,setY,1
X,2,Y,1
setX,2,setY,1
X,0,Y,0
setX,0,setY,0
X,0,Y,0
setX,0,setY,0
X,0,Y,0
setX,0,setY,0
X,7,Y,9
setX,0,setY,0
