pop0:,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Fitness:,0,Distance,39.18627882,Front,1,gene[0]:,5,4,Sunev,59.09852575,gene[1]:,20,5,Sunev,59.09852575,gene[2]:,20,20,Sunev,59.09852575,gene[3]:,23,21,Sunev,59.09852575,,,,,,,,,,,,,,,,,,,,,,,,,
pop27:,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Fitness:,0,Distance,39.18627882,Front,1,gene[0]:,5,4,Sunev,55.34852575,gene[1]:,20,5,Sunev,55.34852575,gene[2]:,20,20,Sunev,55.34852575,gene[3]:,23,21,Sunev,55.34852575,,,,,,,,,,,,,,,,,,,,,,,,,
pop28:,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Fitness:,0,Distance,38.14225988,Front,1,gene[0]:,5,5,Sunev,54.11053521,gene[1]:,15,5,Sunev,54.11053521,gene[2]:,20,5,Sunev,54.11053521,gene[3]:,22,11,Sunev,54.11053521,gene[4]:,23,21,Sunev,54.11053521,,,,,,,,,,,,,,,,,,,,
pop29:,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Fitness:,0,Distance,38.04664953,Front,1,gene[0]:,5,5,Sunev,43.8175861,gene[1]:,15,5,Sunev,43.8175861,gene[2]:,20,5,Sunev,43.8175861,gene[3]:,23,21,Sunev,43.8175861,,,,,,,,,,,,,,,,,,,,,,,,,
pop30:,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Fitness:,0,Distance,37.71615513,Front,1,gene[0]:,15,5,Sunev,39.07964589,gene[1]:,20,5,Sunev,39.07964589,gene[2]:,22,23,Sunev,39.07964589,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
pop31:,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Fitness:,0,Distance,36.86806136,Front,1,gene[0]:,15,5,Sunev,37.03999172,gene[1]:,20,5,Sunev,37.03999172,gene[2]:,23,22,Sunev,37.03999172,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
pop32:,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Fitness:,0,Distance,36.81041513,Front,1,gene[0]:,15,5,Sunev,34.60071856,gene[1]:,20,5,Sunev,34.60071856,gene[2]:,23,21,Sunev,34.60071856,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
pop33:,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Fitness:,0,Distance,36.81041513,Front,1,gene[0]:,15,5,Sunev,30.65628981,gene[1]:,20,5,Sunev,30.65628981,gene[2]:,23,21,Sunev,30.65628981,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
pop34:,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Fitness:,0,Distance,36.81041513,Front,1,gene[0]:,15,5,Sunev,29.18736051,gene[1]:,20,5,Sunev,29.18736051,gene[2]:,23,21,Sunev,29.18736051,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
pop35:,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Fitness:,0,Distance,36.81041513,Front,1,gene[0]:,15,5,Sunev,27.41959356,gene[1]:,20,5,Sunev,27.41959356,gene[2]:,23,21,Sunev,27.41959356,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
pop36:,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Fitness:,0,Distance,36.67916434,Front,1,gene[0]:,20,5,Sunev,24.76972751,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
pop37:,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Fitness:,0,Distance,36.67916434,Front,1,gene[0]:,20,5,Sunev,22.94251423,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
pop38:,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Fitness:,0,Distance,36.67916434,Front,1,gene[0]:,20,5,Sunev,21.00542955,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
pop39:,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Fitness:,0,Distance,36.67916434,Front,1,gene[0]:,20,5,Sunev,19.15630624,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
pop40:,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Fitness:,0,Distance,36.67916434,Front,1,gene[0]:,20,5,Sunev,17.52280222,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
pop41:,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Fitness:,0,Distance,36.67916434,Front,1,gene[0]:,20,5,Sunev,16.68389344,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
pop42:,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Fitness:,0,Distance,36.67916434,Front,1,gene[0]:,20,5,Sunev,15.15830374,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
pop43:,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Fitness:,0,Distance,36.67916434,Front,1,gene[0]:,20,5,Sunev,13.36662876,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
pop44:,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Fitness:,0,Distance,36.67916434,Front,1,gene[0]:,20,5,Sunev,11.42063193,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
pop45:,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Fitness:,0,Distance,36.67916434,Front,1,gene[0]:,20,5,Sunev,9.246985247,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
pop46:,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Fitness:,0,Distance,36.67916434,Front,1,gene[0]:,3,2,Sunev,6.731475657,gene[1]:,20,5,Sunev,6.731475657,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
pop47:,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Fitness:,0,Distance,36.67916434,Front,1,gene[0]:,20,5,Sunev,3.515973542,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
pop48:,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Fitness:,0,Distance,36.67916434,Front,1,gene[0]:,20,5,Sunev,2.419699933,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
pop49:,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Fitness:,0,Distance,36.67916434,Front,1,gene[0]:,20,5,Sunev,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
pop50:,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Fitness:,1000,Distance,106.0515797,Front,2,gene[0]:,2,0,Sunev,238.9768322,gene[1]:,2,23,Sunev,238.9768322,gene[2]:,16,24,Sunev,238.9768322,gene[3]:,23,21,Sunev,238.9768322,gene[4]:,21,18,Sunev,238.9768322,gene[5]:,24,12,Sunev,238.9768322,gene[6]:,20,5,Sunev,238.9768322,gene[7]:,4,12,Sunev,238.9768322,,,,,
pop51:,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Fitness:,1000,Distance,58.64045197,Front,2,gene[0]:,24,16,Sunev,62.69118305,gene[1]:,22,4,Sunev,62.69118305,gene[2]:,22,23,Sunev,62.69118305,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
pop52:,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Fitness:,1000,Distance,49.69816721,Front,2,gene[0]:,15,5,Sunev,55.90482673,gene[1]:,23,21,Sunev,55.90482673,gene[2]:,14,21,Sunev,55.90482673,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
pop53:,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Fitness:,1000,Distance,36.78569942,Front,2,gene[0]:,9,1,Sunev,52.22623476,gene[1]:,17,21,Sunev,52.22623476,gene[2]:,23,21,Sunev,52.22623476,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
pop54:,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Fitness:,0,Distance,48.21437454,Front,2,gene[0]:,20,4,Sunev,16.25117239,gene[1]:,24,20,Sunev,16.25117239,gene[2]:,22,15,Sunev,16.25117239,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
pop55:,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Fitness:,1000,Distance,63.61772542,Front,2,gene[0]:,5,4,Sunev,10.30776406,gene[1]:,20,20,Sunev,10.30776406,gene[2]:,23,21,Sunev,10.30776406,gene[3]:,20,5,Sunev,10.30776406,,,,,,,,,,,,,,,,,,,,,,,,,
pop56:,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Fitness:,101000,Distance,65.64165447,Front,2,gene[0]:,15,5,Sunev,6.373774392,gene[1]:,23,21,Sunev,6.373774392,gene[2]:,11,10,Sunev,6.373774392,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
pop57:,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Fitness:,1000,Distance,30.41868167,Front,2,gene[0]:,16,16,Sunev,0,gene[1]:,22,22,Sunev,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
pop58:,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Fitness:,1000,Distance,30.43274789,Front,2,gene[0]:,18,17,Sunev,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
pop59:,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Fitness:,1000,Distance,30.55567249,Front,2,gene[0]:,22,23,Sunev,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
pop60:,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Fitness:,1000,Distance,33.54182297,Front,2,gene[0]:,9,1,Sunev,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
pop61:,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Fitness:,1000,Distance,34.75766375,Front,2,gene[0]:,22,10,Sunev,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
pop62:,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Fitness:,1000,Distance,35.2594067,Front,2,gene[0]:,3,4,Sunev,0,gene[1]:,3,14,Sunev,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
pop63:,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Fitness:,1000,Distance,36.67543746,Front,2,gene[0]:,1,13,Sunev,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
pop64:,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Fitness:,2000,Distance,36.94164566,Front,2,gene[0]:,2,2,Sunev,0,gene[1]:,14,8,Sunev,0,gene[2]:,23,11,Sunev,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
pop65:,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Fitness:,301000,Distance,38.57586544,Front,2,gene[0]:,14,11,Sunev,0,gene[1]:,9,17,Sunev,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
pop66:,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Fitness:,101000,Distance,39.14213562,Front,2,gene[0]:,11,2,Sunev,0,gene[1]:,9,16,Sunev,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
pop67:,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Fitness:,1000,Distance,42.38343385,Front,2,gene[0]:,12,3,Sunev,0,gene[1]:,15,5,Sunev,0,gene[2]:,12,6,Sunev,0,gene[3]:,16,20,Sunev,0,gene[4]:,24,20,Sunev,0,,,,,,,,,,,,,,,,,,,,
pop68:,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Fitness:,301000,Distance,44.8767231,Front,2,gene[0]:,15,5,Sunev,0,gene[1]:,11,12,Sunev,0,gene[2]:,7,16,Sunev,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
pop69:,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Fitness:,1000,Distance,62.55360346,Front,2,gene[0]:,17,16,Sunev,0,gene[1]:,6,10,Sunev,0,gene[2]:,8,5,Sunev,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
pop70:,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Fitness:,101000,Distance,63.48038751,Front,2,gene[0]:,16,20,Sunev,0,gene[1]:,23,21,Sunev,0,gene[2]:,19,6,Sunev,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
pop71:,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Fitness:,201000,Distance,66.13356244,Front,2,gene[0]:,21,10,Sunev,0,gene[1]:,22,4,Sunev,0,gene[2]:,11,15,Sunev,0,gene[3]:,6,16,Sunev,0,,,,,,,,,,,,,,,,,,,,,,,,,
pop72:,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Fitness:,101000,Distance,69.58151459,Front,2,gene[0]:,2,6,Sunev,0,gene[1]:,2,23,Sunev,0,gene[2]:,12,14,Sunev,0,gene[3]:,18,23,Sunev,0,gene[4]:,9,22,Sunev,0,,,,,,,,,,,,,,,,,,,,
pop73:,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Fitness:,101000,Distance,69.8080942,Front,2,gene[0]:,13,8,Sunev,0,gene[1]:,16,17,Sunev,0,gene[2]:,4,20,Sunev,0,gene[3]:,18,12,Sunev,0,gene[4]:,16,24,Sunev,0,,,,,,,,,,,,,,,,,,,,
pop74:,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
