Path[0]Xgrid,2,Ygrid,4,Distance,79.5971680268037,Fdis,0.0125632610404337,Fitness,0,subcount,63,Sunev,170.505618818038
Path[0]Xgrid,2,Ygrid,24,Distance,79.5971680268037,Fdis,0.0125632610404337,Fitness,0,subcount,63,Sunev,170.505618818038
Path[0]Xgrid,8,Ygrid,2,Distance,79.5971680268037,Fdis,0.0125632610404337,Fitness,0,subcount,63,Sunev,170.505618818038
Path[0]Xgrid,21,Ygrid,3,Distance,79.5971680268037,Fdis,0.0125632610404337,Fitness,0,subcount,63,Sunev,170.505618818038
Path[0]Xgrid,22,Ygrid,4,Distance,79.5971680268037,Fdis,0.0125632610404337,Fitness,0,subcount,63,Sunev,170.505618818038
Path[0]Xgrid,22,Ygrid,5,Distance,79.5971680268037,Fdis,0.0125632610404337,Fitness,0,subcount,63,Sunev,170.505618818038
sub[0]Xgrid,2,Ygrid,4,81.1892154944247,sub[1]Xgrid,2,Ygrid,24,81.1892154944247,sub[2]Xgrid,8,Ygrid,2,81.1892154944247,sub[3]Xgrid,21,Ygrid,3,81.1892154944247,sub[4]Xgrid,22,Ygrid,4,81.1892154944247,sub[5]Xgrid,22,Ygrid,5,81.1892154944247,sub[6]Xgrid,19,Ygrid,10,81.1892154944247,
sub[0]Xgrid,2,Ygrid,4,79.5971680268037,sub[1]Xgrid,2,Ygrid,24,79.5971680268037,sub[2]Xgrid,8,Ygrid,2,79.5971680268037,sub[3]Xgrid,21,Ygrid,3,79.5971680268037,sub[4]Xgrid,22,Ygrid,4,79.5971680268037,sub[5]Xgrid,22,Ygrid,5,79.5971680268037,sub[6]Xgrid,2,Ygrid,4,79.5971680268037,sub[7]Xgrid,2,Ygrid,24,79.5971680268037,sub[8]Xgrid,8,Ygrid,2,79.5971680268037,sub[9]Xgrid,21,Ygrid,3,79.5971680268037,sub[10]Xgrid,22,Ygrid,4,79.5971680268037,sub[11]Xgrid,22,Ygrid,5,79.5971680268037,
sub[0]Xgrid,2,Ygrid,4,87.8433792780391,sub[1]Xgrid,1,Ygrid,0,87.8433792780391,sub[2]Xgrid,2,Ygrid,4,87.8433792780391,sub[3]Xgrid,2,Ygrid,24,87.8433792780391,sub[4]Xgrid,8,Ygrid,2,87.8433792780391,sub[5]Xgrid,21,Ygrid,3,87.8433792780391,sub[6]Xgrid,22,Ygrid,4,87.8433792780391,sub[7]Xgrid,22,Ygrid,5,87.8433792780391,
sub[0]Xgrid,2,Ygrid,4,87.8433792780391,sub[1]Xgrid,3,Ygrid,0,87.8433792780391,sub[2]Xgrid,2,Ygrid,4,87.8433792780391,sub[3]Xgrid,2,Ygrid,24,87.8433792780391,sub[4]Xgrid,8,Ygrid,2,87.8433792780391,sub[5]Xgrid,21,Ygrid,3,87.8433792780391,sub[6]Xgrid,22,Ygrid,4,87.8433792780391,sub[7]Xgrid,22,Ygrid,5,87.8433792780391,
sub[0]Xgrid,2,Ygrid,4,89.5971680268037,sub[1]Xgrid,6,Ygrid,1,89.5971680268037,sub[2]Xgrid,2,Ygrid,4,89.5971680268037,sub[3]Xgrid,2,Ygrid,24,89.5971680268037,sub[4]Xgrid,8,Ygrid,2,89.5971680268037,sub[5]Xgrid,21,Ygrid,3,89.5971680268037,sub[6]Xgrid,22,Ygrid,4,89.5971680268037,sub[7]Xgrid,22,Ygrid,5,89.5971680268037,
sub[0]Xgrid,2,Ygrid,4,86.8082705777317,sub[1]Xgrid,0,Ygrid,1,86.8082705777317,sub[2]Xgrid,2,Ygrid,4,86.8082705777317,sub[3]Xgrid,2,Ygrid,24,86.8082705777317,sub[4]Xgrid,8,Ygrid,2,86.8082705777317,sub[5]Xgrid,21,Ygrid,3,86.8082705777317,sub[6]Xgrid,22,Ygrid,4,86.8082705777317,sub[7]Xgrid,22,Ygrid,5,86.8082705777317,
sub[0]Xgrid,2,Ygrid,4,89.5971680268037,sub[1]Xgrid,6,Ygrid,7,89.5971680268037,sub[2]Xgrid,2,Ygrid,4,89.5971680268037,sub[3]Xgrid,2,Ygrid,24,89.5971680268037,sub[4]Xgrid,8,Ygrid,2,89.5971680268037,sub[5]Xgrid,21,Ygrid,3,89.5971680268037,sub[6]Xgrid,22,Ygrid,4,89.5971680268037,sub[7]Xgrid,22,Ygrid,5,89.5971680268037,
sub[0]Xgrid,2,Ygrid,4,85.5971680268037,sub[1]Xgrid,5,Ygrid,4,85.5971680268037,sub[2]Xgrid,2,Ygrid,4,85.5971680268037,sub[3]Xgrid,2,Ygrid,24,85.5971680268037,sub[4]Xgrid,8,Ygrid,2,85.5971680268037,sub[5]Xgrid,21,Ygrid,3,85.5971680268037,sub[6]Xgrid,22,Ygrid,4,85.5971680268037,sub[7]Xgrid,22,Ygrid,5,85.5971680268037,
sub[0]Xgrid,2,Ygrid,4,85.2540222762961,sub[1]Xgrid,4,Ygrid,6,85.2540222762961,sub[2]Xgrid,2,Ygrid,4,85.2540222762961,sub[3]Xgrid,2,Ygrid,24,85.2540222762961,sub[4]Xgrid,8,Ygrid,2,85.2540222762961,sub[5]Xgrid,21,Ygrid,3,85.2540222762961,sub[6]Xgrid,22,Ygrid,4,85.2540222762961,sub[7]Xgrid,22,Ygrid,5,85.2540222762961,
sub[0]Xgrid,2,Ygrid,4,87.8433792780391,sub[1]Xgrid,6,Ygrid,5,87.8433792780391,sub[2]Xgrid,2,Ygrid,4,87.8433792780391,sub[3]Xgrid,2,Ygrid,24,87.8433792780391,sub[4]Xgrid,8,Ygrid,2,87.8433792780391,sub[5]Xgrid,21,Ygrid,3,87.8433792780391,sub[6]Xgrid,22,Ygrid,4,87.8433792780391,sub[7]Xgrid,22,Ygrid,5,87.8433792780391,
sub[0]Xgrid,2,Ygrid,4,85.5971680268037,sub[1]Xgrid,2,Ygrid,1,85.5971680268037,sub[2]Xgrid,2,Ygrid,4,85.5971680268037,sub[3]Xgrid,2,Ygrid,24,85.5971680268037,sub[4]Xgrid,8,Ygrid,2,85.5971680268037,sub[5]Xgrid,21,Ygrid,3,85.5971680268037,sub[6]Xgrid,22,Ygrid,4,85.5971680268037,sub[7]Xgrid,22,Ygrid,5,85.5971680268037,
sub[0]Xgrid,2,Ygrid,4,88.0824494010423,sub[1]Xgrid,5,Ygrid,1,88.0824494010423,sub[2]Xgrid,2,Ygrid,4,88.0824494010423,sub[3]Xgrid,2,Ygrid,24,88.0824494010423,sub[4]Xgrid,8,Ygrid,2,88.0824494010423,sub[5]Xgrid,21,Ygrid,3,88.0824494010423,sub[6]Xgrid,22,Ygrid,4,88.0824494010423,sub[7]Xgrid,22,Ygrid,5,88.0824494010423,
sub[0]Xgrid,2,Ygrid,4,85.9217233471405,sub[1]Xgrid,5,Ygrid,3,85.9217233471405,sub[2]Xgrid,2,Ygrid,4,85.9217233471405,sub[3]Xgrid,2,Ygrid,24,85.9217233471405,sub[4]Xgrid,8,Ygrid,2,85.9217233471405,sub[5]Xgrid,21,Ygrid,3,85.9217233471405,sub[6]Xgrid,22,Ygrid,4,85.9217233471405,sub[7]Xgrid,22,Ygrid,5,85.9217233471405,
