Path[0]Xgrid,5,Ygrid,21,Distance,38.4707681233427,Fdis,0.0259937622455018,Fitness,0,subcount,30,Sunev,691.698716140625






























Path[1]Xgrid,21,Ygrid,5,Distance,38.4707681233427,Fdis,0.0259937622455018,Fitness,0,subcount,16,Sunev,327.977377443139
















Path[2]Xgrid,2,Ygrid,2,Distance,38.4707681233427,Fdis,0.0259937622455018,Fitness,0,subcount,28,Sunev,999.483892194844
Path[2]Xgrid,21,Ygrid,5,Distance,38.4707681233427,Fdis,0.0259937622455018,Fitness,0,subcount,28,Sunev,999.483892194844




























Path[3]Xgrid,3,Ygrid,7,Distance,38.4765391989951,Fdis,0.0259898634549263,Fitness,0,subcount,35,Sunev,1344.93730924777
Path[3]Xgrid,5,Ygrid,21,Distance,38.4765391989951,Fdis,0.0259898634549263,Fitness,0,subcount,35,Sunev,1344.93730924777



































Path[4]Xgrid,3,Ygrid,21,Distance,40.2745851813351,Fdis,0.0248295543081954,Fitness,0,subcount,56,Sunev,2095.71582444903
Path[4]Xgrid,21,Ygrid,24,Distance,40.2745851813351,Fdis,0.0248295543081954,Fitness,0,subcount,56,Sunev,2095.71582444903
























































Path[5]Xgrid,3,Ygrid,21,Distance,40.2874366265256,Fdis,0.0248216338326572,Fitness,0,subcount,67,Sunev,2633.40614548579
Path[5]Xgrid,12,Ygrid,23,Distance,40.2874366265256,Fdis,0.0248216338326572,Fitness,0,subcount,67,Sunev,2633.40614548579
Path[5]Xgrid,12,Ygrid,23,Distance,40.2874366265256,Fdis,0.0248216338326572,Fitness,0,subcount,67,Sunev,2633.40614548579



































































Path[6]Xgrid,3,Ygrid,21,Distance,40.8532430288054,Fdis,0.0244778608957655,Fitness,0,subcount,71,Sunev,3231.95281389606
Path[6]Xgrid,16,Ygrid,24,Distance,40.8532430288054,Fdis,0.0244778608957655,Fitness,0,subcount,71,Sunev,3231.95281389606
Path[6]Xgrid,23,Ygrid,23,Distance,40.8532430288054,Fdis,0.0244778608957655,Fitness,0,subcount,71,Sunev,3231.95281389606







































































Path[7]Xgrid,3,Ygrid,21,Distance,41.4488720260929,Fdis,0.0241261088931559,Fitness,0,subcount,82,Sunev,4527.19710638597
Path[7]Xgrid,11,Ygrid,22,Distance,41.4488720260929,Fdis,0.0241261088931559,Fitness,0,subcount,82,Sunev,4527.19710638597
Path[7]Xgrid,21,Ygrid,24,Distance,41.4488720260929,Fdis,0.0241261088931559,Fitness,0,subcount,82,Sunev,4527.19710638597
Path[7]Xgrid,24,Ygrid,23,Distance,41.4488720260929,Fdis,0.0241261088931559,Fitness,0,subcount,82,Sunev,4527.19710638597


















































































Path[8]Xgrid,3,Ygrid,21,Distance,41.9737339569123,Fdis,0.02382442317442,Fitness,0,subcount,85,Sunev,4114.76807745549
Path[8]Xgrid,11,Ygrid,22,Distance,41.9737339569123,Fdis,0.02382442317442,Fitness,0,subcount,85,Sunev,4114.76807745549
Path[8]Xgrid,17,Ygrid,24,Distance,41.9737339569123,Fdis,0.02382442317442,Fitness,0,subcount,85,Sunev,4114.76807745549
Path[8]Xgrid,18,Ygrid,22,Distance,41.9737339569123,Fdis,0.02382442317442,Fitness,0,subcount,85,Sunev,4114.76807745549





















































































Path[9]Xgrid,23,Ygrid,2,Distance,43.0227155455452,Fdis,0.0232435351260282,Fitness,0,subcount,33,Sunev,836.340794705901

































