pop0:
Fitness:,301000,Distance,205.456250941299,Front,1,gene[0]:,20,15,Sunev,205.016608556051,gene[1]:,3,2,Sunev,205.016608556051,gene[2]:,4,24,Sunev,205.016608556051,gene[3]:,18,10,Sunev,205.016608556051,gene[4]:,7,4,Sunev,205.016608556051,gene[5]:,24,17,Sunev,205.016608556051,gene[6]:,23,3,Sunev,205.016608556051,gene[7]:,23,17,Sunev,205.016608556051,gene[8]:,4,15,Sunev,205.016608556051,gene[9]:,21,5,Sunev,205.016608556051
pop1:
Fitness:,0,Distance,38.4707681233427,Front,1,gene[0]:,5,21,Sunev,0
pop2:
Fitness:,0,Distance,53.3674725101937,Front,1,gene[0]:,3,4,Sunev,140.755855679816,gene[1]:,2,4,Sunev,140.755855679816,gene[2]:,4,24,Sunev,140.755855679816,gene[3]:,3,22,Sunev,140.755855679816,gene[4]:,21,23,Sunev,140.755855679816,gene[5]:,18,23,Sunev,140.755855679816,gene[6]:,21,22,Sunev,140.755855679816
pop3:
Fitness:,0,Distance,76.573406121124,Front,1,gene[0]:,0,7,Sunev,142.445210235815,gene[1]:,4,24,Sunev,142.445210235815,gene[2]:,11,22,Sunev,142.445210235815,gene[3]:,24,17,Sunev,142.445210235815,gene[4]:,23,17,Sunev,142.445210235815,gene[5]:,21,10,Sunev,142.445210235815,gene[6]:,21,5,Sunev,142.445210235815
pop4:
Fitness:,0,Distance,112.630503976825,Front,1,gene[0]:,0,7,Sunev,183.896928839903,gene[1]:,3,2,Sunev,183.896928839903,gene[2]:,4,24,Sunev,183.896928839903,gene[3]:,11,22,Sunev,183.896928839903,gene[4]:,21,17,Sunev,183.896928839903,gene[5]:,24,17,Sunev,183.896928839903,gene[6]:,23,3,Sunev,183.896928839903,gene[7]:,23,17,Sunev,183.896928839903,gene[8]:,9,20,Sunev,183.896928839903,gene[9]:,22,23,Sunev,183.896928839903
pop5:
Fitness:,0,Distance,154.484240949019,Front,1,gene[0]:,7,8,Sunev,184.719868965326,gene[1]:,3,2,Sunev,184.719868965326,gene[2]:,0,6,Sunev,184.719868965326,gene[3]:,24,3,Sunev,184.719868965326,gene[4]:,21,17,Sunev,184.719868965326,gene[5]:,24,17,Sunev,184.719868965326,gene[6]:,23,3,Sunev,184.719868965326,gene[7]:,23,17,Sunev,184.719868965326,gene[8]:,9,20,Sunev,184.719868965326,gene[9]:,22,23,Sunev,184.719868965326,gene[10]:,21,5,Sunev,184.719868965326
pop6:
Fitness:,0,Distance,45.608932991456,Front,1,gene[0]:,0,7,Sunev,132.587182344959,gene[1]:,1,20,Sunev,132.587182344959,gene[2]:,4,24,Sunev,132.587182344959,gene[3]:,13,24,Sunev,132.587182344959,gene[4]:,21,23,Sunev,132.587182344959,gene[5]:,20,23,Sunev,132.587182344959,gene[6]:,20,23,Sunev,132.587182344959
pop7:
Fitness:,0,Distance,87.6688631725922,Front,1,gene[0]:,3,4,Sunev,177.448346467755,gene[1]:,4,24,Sunev,177.448346467755,gene[2]:,3,22,Sunev,177.448346467755,gene[3]:,1,22,Sunev,177.448346467755,gene[4]:,21,22,Sunev,177.448346467755,gene[5]:,21,5,Sunev,177.448346467755,gene[6]:,23,4,Sunev,177.448346467755,gene[7]:,20,20,Sunev,177.448346467755,gene[8]:,23,23,Sunev,177.448346467755
pop8:
Fitness:,0,Distance,38.4707681233427,Front,1,gene[0]:,21,5,Sunev,30.4511551165014
pop9:
Fitness:,0,Distance,44.974636389542,Front,1,gene[0]:,3,4,Sunev,124.399995195651,gene[1]:,2,4,Sunev,124.399995195651,gene[2]:,3,22,Sunev,124.399995195651,gene[3]:,2,22,Sunev,124.399995195651,gene[4]:,11,21,Sunev,124.399995195651,gene[5]:,21,22,Sunev,124.399995195651
pop10:
Fitness:,0,Distance,42.3856080760296,Front,1,gene[0]:,2,4,Sunev,108.456823818598,gene[1]:,3,22,Sunev,108.456823818598,gene[2]:,18,23,Sunev,108.456823818598,gene[3]:,21,22,Sunev,108.456823818598,gene[4]:,21,23,Sunev,108.456823818598
pop11:
Fitness:,0,Distance,38.8014055606023,Front,1,gene[0]:,2,4,Sunev,106.628013916144,gene[1]:,5,21,Sunev,106.628013916144,gene[2]:,13,22,Sunev,106.628013916144,gene[3]:,15,22,Sunev,106.628013916144,gene[4]:,23,23,Sunev,106.628013916144
pop12:
Fitness:,0,Distance,43.064949668825,Front,1,gene[0]:,3,4,Sunev,114.196483070417,gene[1]:,2,4,Sunev,114.196483070417,gene[2]:,3,22,Sunev,114.196483070417,gene[3]:,18,23,Sunev,114.196483070417,gene[4]:,21,22,Sunev,114.196483070417
pop13:
Fitness:,101000,Distance,52.8122529762198,Front,1,gene[0]:,3,2,Sunev,187.735905963632,gene[1]:,7,19,Sunev,187.735905963632,gene[2]:,21,17,Sunev,187.735905963632,gene[3]:,24,17,Sunev,187.735905963632,gene[4]:,24,17,Sunev,187.735905963632,gene[5]:,23,17,Sunev,187.735905963632,gene[6]:,22,23,Sunev,187.735905963632,gene[7]:,18,24,Sunev,187.735905963632
pop14:
Fitness:,0,Distance,38.4707681233427,Front,1,gene[0]:,2,2,Sunev,62.7752079884905,gene[1]:,21,5,Sunev,62.7752079884905
pop15:
Fitness:,0,Distance,38.4710930299355,Front,1,gene[0]:,2,2,Sunev,85.4472405331678,gene[1]:,21,5,Sunev,85.4472405331678,gene[2]:,23,18,Sunev,85.4472405331678
pop16:
