pop0:
gene[0]:,3,distance,43.2986264209035,ID,43.2986264209035
gene[1]:,1,distance,42.2132034355964,ID,38.3403572362141
gene[2]:,6,distance,41.2036033111745,ID,41.2036033111745
gene[3]:,4,distance,39.5162390811894,ID,42.2132034355964
gene[4]:,2,distance,38.3403572362141,ID,39.5162390811894
gene[5]:,1,distance,36.6791643405797,ID,36.6791643405797
Fitness:,241.251193825658
pop1:
gene[0]:,3,distance,43.2986264209035,ID,43.2986264209035
gene[1]:,1,distance,42.2132034355964,ID,38.3403572362141
gene[2]:,6,distance,41.2036033111745,ID,41.2036033111745
gene[3]:,4,distance,39.5162390811894,ID,42.2132034355964
gene[4]:,2,distance,38.3403572362141,ID,39.5162390811894
gene[5]:,1,distance,36.6791643405797,ID,36.6791643405797
Fitness:,241.251193825658
pop2:
gene[0]:,3,distance,43.2986264209035,ID,43.2986264209035
gene[1]:,1,distance,42.2132034355964,ID,38.3403572362141
gene[2]:,6,distance,41.2036033111745,ID,41.2036033111745
gene[3]:,4,distance,39.5162390811894,ID,42.2132034355964
gene[4]:,2,distance,38.3403572362141,ID,39.5162390811894
gene[5]:,1,distance,36.6791643405797,ID,36.6791643405797
Fitness:,241.251193825658
pop3:
gene[0]:,3,distance,43.2986264209035,ID,43.2986264209035
gene[1]:,1,distance,42.2132034355964,ID,38.3403572362141
gene[2]:,6,distance,41.2036033111745,ID,41.2036033111745
gene[3]:,4,distance,39.5162390811894,ID,42.2132034355964
gene[4]:,2,distance,38.3403572362141,ID,39.5162390811894
gene[5]:,1,distance,36.6791643405797,ID,36.6791643405797
Fitness:,241.251193825658
pop4:
gene[0]:,3,distance,43.2986264209035,ID,43.2986264209035
gene[1]:,1,distance,42.2132034355964,ID,38.3403572362141
gene[2]:,6,distance,41.2036033111745,ID,41.2036033111745
gene[3]:,4,distance,39.5162390811894,ID,42.2132034355964
gene[4]:,2,distance,38.3403572362141,ID,39.5162390811894
gene[5]:,1,distance,36.6791643405797,ID,36.6791643405797
Fitness:,241.251193825658
pop5:
gene[0]:,3,distance,43.2986264209035,ID,43.2986264209035
gene[1]:,1,distance,42.2132034355964,ID,38.3403572362141
gene[2]:,6,distance,41.2036033111745,ID,41.2036033111745
gene[3]:,4,distance,39.5162390811894,ID,42.2132034355964
gene[4]:,2,distance,38.3403572362141,ID,39.5162390811894
gene[5]:,1,distance,36.6791643405797,ID,36.6791643405797
Fitness:,241.251193825658
pop6:
gene[0]:,3,distance,43.2986264209035,ID,43.2986264209035
gene[1]:,1,distance,42.2132034355964,ID,38.3403572362141
gene[2]:,6,distance,41.2036033111745,ID,41.2036033111745
gene[3]:,4,distance,39.5162390811894,ID,42.2132034355964
gene[4]:,2,distance,38.3403572362141,ID,39.5162390811894
gene[5]:,1,distance,36.6791643405797,ID,36.6791643405797
Fitness:,241.251193825658
pop7:
gene[0]:,3,distance,43.2986264209035,ID,43.2986264209035
gene[1]:,1,distance,42.2132034355964,ID,38.3403572362141
gene[2]:,6,distance,41.2036033111745,ID,41.2036033111745
gene[3]:,4,distance,39.5162390811894,ID,42.2132034355964
gene[4]:,2,distance,38.3403572362141,ID,39.5162390811894
gene[5]:,1,distance,36.6791643405797,ID,36.6791643405797
Fitness:,241.251193825658
pop8:
gene[0]:,3,distance,43.2986264209035,ID,43.2986264209035
gene[1]:,1,distance,42.2132034355964,ID,38.3403572362141
gene[2]:,6,distance,41.2036033111745,ID,41.2036033111745
gene[3]:,4,distance,39.5162390811894,ID,42.2132034355964
