Path[0]Xgrid,1,Ygrid,1,Distance,38.8329756778952,Fdis,0.0257513101312302,Fitness,0,subcount,23
Path[0]Xgrid,5,Ygrid,20,Distance,38.8329756778952,Fdis,0.0257513101312302,Fitness,0,subcount,23
sub[0]Xgrid,1,Ygrid,1,38.8329756778952,sub[1]Xgrid,5,Ygrid,20,38.8329756778952,
sub[0]Xgrid,2,Ygrid,3,50.3314491803514,sub[1]Xgrid,5,Ygrid,5,50.3314491803514,sub[2]Xgrid,1,Ygrid,1,50.3314491803514,sub[3]Xgrid,5,Ygrid,20,50.3314491803514,
sub[0]Xgrid,2,Ygrid,3,50.3314491803514,sub[1]Xgrid,5,Ygrid,5,50.3314491803514,sub[2]Xgrid,1,Ygrid,1,50.3314491803514,sub[3]Xgrid,5,Ygrid,20,50.3314491803514,
sub[0]Xgrid,2,Ygrid,3,46.0888084932321,sub[1]Xgrid,0,Ygrid,0,46.0888084932321,sub[2]Xgrid,1,Ygrid,1,46.0888084932321,sub[3]Xgrid,5,Ygrid,20,46.0888084932321,
sub[0]Xgrid,2,Ygrid,3,44.8974707801412,sub[1]Xgrid,3,Ygrid,3,44.8974707801412,sub[2]Xgrid,1,Ygrid,1,44.8974707801412,sub[3]Xgrid,5,Ygrid,20,44.8974707801412,
sub[0]Xgrid,2,Ygrid,3,47.5477523200141,sub[1]Xgrid,4,Ygrid,4,47.5477523200141,sub[2]Xgrid,1,Ygrid,1,47.5477523200141,sub[3]Xgrid,5,Ygrid,20,47.5477523200141,
sub[0]Xgrid,2,Ygrid,3,47.5477523200141,sub[1]Xgrid,4,Ygrid,4,47.5477523200141,sub[2]Xgrid,1,Ygrid,1,47.5477523200141,sub[3]Xgrid,5,Ygrid,20,47.5477523200141,
sub[0]Xgrid,2,Ygrid,3,46.0888084932321,sub[1]Xgrid,0,Ygrid,0,46.0888084932321,sub[2]Xgrid,1,Ygrid,1,46.0888084932321,sub[3]Xgrid,5,Ygrid,20,46.0888084932321,
sub[0]Xgrid,2,Ygrid,3,44.8974707801412,sub[1]Xgrid,3,Ygrid,3,44.8974707801412,sub[2]Xgrid,1,Ygrid,1,44.8974707801412,sub[3]Xgrid,5,Ygrid,20,44.8974707801412,
sub[0]Xgrid,2,Ygrid,3,46.0888084932321,sub[1]Xgrid,0,Ygrid,0,46.0888084932321,sub[2]Xgrid,1,Ygrid,1,46.0888084932321,sub[3]Xgrid,5,Ygrid,20,46.0888084932321,
sub[0]Xgrid,2,Ygrid,3,43.4832572177681,sub[1]Xgrid,2,Ygrid,2,43.4832572177681,sub[2]Xgrid,1,Ygrid,1,43.4832572177681,sub[3]Xgrid,5,Ygrid,20,43.4832572177681,
sub[0]Xgrid,2,Ygrid,3,46.0888084932321,sub[1]Xgrid,0,Ygrid,0,46.0888084932321,sub[2]Xgrid,1,Ygrid,1,46.0888084932321,sub[3]Xgrid,5,Ygrid,20,46.0888084932321,
sub[0]Xgrid,1,Ygrid,1,40.0331988578099,sub[1]Xgrid,5,Ygrid,20,40.0331988578099,sub[2]Xgrid,10,Ygrid,18,40.0331988578099,
sub[0]Xgrid,1,Ygrid,1,39.0655984796211,sub[1]Xgrid,5,Ygrid,20,39.0655984796211,sub[2]Xgrid,12,Ygrid,20,39.0655984796211,
sub[0]Xgrid,1,Ygrid,1,39.0655984796211,sub[1]Xgrid,5,Ygrid,20,39.0655984796211,sub[2]Xgrid,12,Ygrid,20,39.0655984796211,
sub[0]Xgrid,1,Ygrid,1,40.0331988578099,sub[1]Xgrid,5,Ygrid,20,40.0331988578099,sub[2]Xgrid,10,Ygrid,18,40.0331988578099,
sub[0]Xgrid,1,Ygrid,1,40.0331988578099,sub[1]Xgrid,5,Ygrid,20,40.0331988578099,sub[2]Xgrid,10,Ygrid,18,40.0331988578099,
sub[0]Xgrid,1,Ygrid,1,40.9694331961944,sub[1]Xgrid,5,Ygrid,20,40.9694331961944,sub[2]Xgrid,9,Ygrid,17,40.9694331961944,
sub[0]Xgrid,1,Ygrid,1,40.9694331961944,sub[1]Xgrid,5,Ygrid,20,40.9694331961944,sub[2]Xgrid,9,Ygrid,17,40.9694331961944,
sub[0]Xgrid,1,Ygrid,1,39.4276386464299,sub[1]Xgrid,5,Ygrid,20,39.4276386464299,sub[2]Xgrid,11,Ygrid,19,39.4276386464299,
sub[0]Xgrid,1,Ygrid,1,40.0331988578099,sub[1]Xgrid,5,Ygrid,20,40.0331988578099,sub[2]Xgrid,10,Ygrid,18,40.0331988578099,
sub[0]Xgrid,1,Ygrid,1,39.1211877496672,sub[1]Xgrid,5,Ygrid,20,39.1211877496672,sub[2]Xgrid,16,Ygrid,24,39.1211877496672,
sub[0]Xgrid,1,Ygrid,1,38.9121794859956,sub[1]Xgrid,5,Ygrid,20,38.9121794859956,sub[2]Xgrid,15,Ygrid,23,38.9121794859956,
sub[0]Xgrid,1,Ygrid,1,62.7557584558372,sub[1]Xgrid,5,Ygrid,20,62.7557584558372,sub[2]Xgrid,0,Ygrid,7,62.7557584558372,
sub[0]Xgrid,1,Ygrid,1,57.4452960013277,sub[1]Xgrid,5,Ygrid,20,57.4452960013277,sub[2]Xgrid,2,Ygrid,9,57.4452960013277,
sub[0]Xgrid,1,Ygrid,1,52.3255938608381,sub[1]Xgrid,5,Ygrid,20,52.3255938608381,sub[2]Xgrid,4,Ygrid,11,52.3255938608381,
sub[0]Xgrid,1,Ygrid,1,60.0834499318649,sub[1]Xgrid,5,Ygrid,20,60.0834499318649,sub[2]Xgrid,1,Ygrid,8,60.0834499318649,
sub[0]Xgrid,1,Ygrid,1,60.0834499318649,sub[1]Xgrid,5,Ygrid,20,60.0834499318649,sub[2]Xgrid,1,Ygrid,8,60.0834499318649,
