Path[0]Xgrid,20,Ygrid,5,Distance,40.0320159670359,Fdis,0.0249800060237647,Fitness,0,subcount,30
sub[0]Xgrid,20,Ygrid,5,40.0320159670359,
sub[0]Xgrid,3,Ygrid,1,40.2834654098356,sub[1]Xgrid,9,Ygrid,1,40.2834654098356,sub[2]Xgrid,20,Ygrid,5,40.2834654098356,
sub[0]Xgrid,3,Ygrid,1,40.090139819892,sub[1]Xgrid,10,Ygrid,2,40.090139819892,sub[2]Xgrid,20,Ygrid,5,40.090139819892,
sub[0]Xgrid,3,Ygrid,1,40.7445740030088,sub[1]Xgrid,14,Ygrid,6,40.7445740030088,sub[2]Xgrid,20,Ygrid,5,40.7445740030088,
sub[0]Xgrid,3,Ygrid,1,40.090139819892,sub[1]Xgrid,10,Ygrid,2,40.090139819892,sub[2]Xgrid,20,Ygrid,5,40.090139819892,
sub[0]Xgrid,3,Ygrid,1,40.2834654098356,sub[1]Xgrid,9,Ygrid,1,40.2834654098356,sub[2]Xgrid,20,Ygrid,5,40.2834654098356,
sub[0]Xgrid,3,Ygrid,1,40.1278562279197,sub[1]Xgrid,12,Ygrid,4,40.1278562279197,sub[2]Xgrid,20,Ygrid,5,40.1278562279197,
sub[0]Xgrid,3,Ygrid,1,40.2834654098356,sub[1]Xgrid,9,Ygrid,1,40.2834654098356,sub[2]Xgrid,20,Ygrid,5,40.2834654098356,
sub[0]Xgrid,3,Ygrid,1,40.7445740030088,sub[1]Xgrid,14,Ygrid,6,40.7445740030088,sub[2]Xgrid,20,Ygrid,5,40.7445740030088,
sub[0]Xgrid,3,Ygrid,1,40.349095113385,sub[1]Xgrid,13,Ygrid,5,40.349095113385,sub[2]Xgrid,20,Ygrid,5,40.349095113385,
sub[0]Xgrid,3,Ygrid,1,40.1278562279197,sub[1]Xgrid,12,Ygrid,4,40.1278562279197,sub[2]Xgrid,20,Ygrid,5,40.1278562279197,
sub[0]Xgrid,3,Ygrid,1,40.0445212076442,sub[1]Xgrid,11,Ygrid,3,40.0445212076442,sub[2]Xgrid,20,Ygrid,5,40.0445212076442,
sub[0]Xgrid,3,Ygrid,1,40.7445740030088,sub[1]Xgrid,14,Ygrid,6,40.7445740030088,sub[2]Xgrid,20,Ygrid,5,40.7445740030088,
sub[0]Xgrid,3,Ygrid,1,40.2834654098356,sub[1]Xgrid,9,Ygrid,1,40.2834654098356,sub[2]Xgrid,20,Ygrid,5,40.2834654098356,
sub[0]Xgrid,3,Ygrid,1,40.6777850127088,sub[1]Xgrid,8,Ygrid,0,40.6777850127088,sub[2]Xgrid,20,Ygrid,5,40.6777850127088,
sub[0]Xgrid,3,Ygrid,1,40.7445740030088,sub[1]Xgrid,14,Ygrid,6,40.7445740030088,sub[2]Xgrid,20,Ygrid,5,40.7445740030088,
sub[0]Xgrid,3,Ygrid,1,40.090139819892,sub[1]Xgrid,10,Ygrid,2,40.090139819892,sub[2]Xgrid,20,Ygrid,5,40.090139819892,
sub[0]Xgrid,20,Ygrid,5,40.3202280388079,sub[1]Xgrid,24,Ygrid,16,40.3202280388079,
sub[0]Xgrid,20,Ygrid,5,40.0795401273782,sub[1]Xgrid,21,Ygrid,13,40.0795401273782,
sub[0]Xgrid,20,Ygrid,5,40.3202280388079,sub[1]Xgrid,24,Ygrid,16,40.3202280388079,
sub[0]Xgrid,20,Ygrid,5,40.3202280388079,sub[1]Xgrid,24,Ygrid,16,40.3202280388079,
sub[0]Xgrid,20,Ygrid,5,41.2322391469506,sub[1]Xgrid,18,Ygrid,10,41.2322391469506,
sub[0]Xgrid,20,Ygrid,5,40.0331116125668,sub[1]Xgrid,22,Ygrid,14,40.0331116125668,
sub[0]Xgrid,20,Ygrid,5,41.2322391469506,sub[1]Xgrid,18,Ygrid,10,41.2322391469506,
sub[0]Xgrid,20,Ygrid,5,40.0795401273782,sub[1]Xgrid,21,Ygrid,13,40.0795401273782,
sub[0]Xgrid,20,Ygrid,5,40.3202280388079,sub[1]Xgrid,24,Ygrid,16,40.3202280388079,
sub[0]Xgrid,20,Ygrid,5,40.0331116125668,sub[1]Xgrid,22,Ygrid,14,40.0331116125668,
sub[0]Xgrid,20,Ygrid,5,40.0795401273782,sub[1]Xgrid,21,Ygrid,13,40.0795401273782,
sub[0]Xgrid,20,Ygrid,5,42.1684734853352,sub[1]Xgrid,17,Ygrid,9,42.1684734853352,
sub[0]Xgrid,20,Ygrid,5,41.2322391469506,sub[1]Xgrid,18,Ygrid,10,41.2322391469506,
sub[0]Xgrid,20,Ygrid,5,40.0331116125668,sub[1]Xgrid,22,Ygrid,14,40.0331116125668,
sub[0]Xgrid,20,Ygrid,5,42.1684734853352,sub[1]Xgrid,17,Ygrid,9,42.1684734853352,
sub[0]Xgrid,20,Ygrid,5,40.0795401273782,sub[1]Xgrid,21,Ygrid,13,40.0795401273782,
sub[0]Xgrid,20,Ygrid,5,40.2646387687618,sub[1]Xgrid,20,Ygrid,12,40.2646387687618,
sub[0]Xgrid,20,Ygrid,5,40.2646387687618,sub[1]Xgrid,20,Ygrid,12,40.2646387687618,
sub[0]Xgrid,20,Ygrid,5,40.6266789355706,sub[1]Xgrid,19,Ygrid,11,40.6266789355706,
sub[0]Xgrid,20,Ygrid,5,42.1684734853352,sub[1]Xgrid,17,Ygrid,9,42.1684734853352,


















































































































































































































































































































