Path[0]Xgrid,20,Ygrid,5,Distance,36.6791643405797,Fdis,0.0272634346495637,Fitness,0,subcount,25
Path[1]Xgrid,20,Ygrid,3,Distance,38.4069446923584,Fdis,0.0260369578473386,Fitness,0,subcount,34
Path[2]Xgrid,5,Ygrid,23,Distance,40.1213207001694,Fdis,0.0249244038468499,Fitness,0,subcount,36
Path[3]Xgrid,20,Ygrid,1,Distance,40.647203239474,Fdis,0.0246019386403654,Fitness,0,subcount,57
Path[3]Xgrid,21,Ygrid,2,Distance,40.647203239474,Fdis,0.0246019386403654,Fitness,0,subcount,57
Path[4]Xgrid,2,Ygrid,21,Distance,41.229900901615,Fdis,0.0242542421430082,Fitness,0,subcount,28
Path[5]Xgrid,22,Ygrid,1,Distance,43.0480264568831,Fdis,0.0232298686445382,Fitness,0,subcount,60
Path[5]Xgrid,23,Ygrid,1,Distance,43.0480264568831,Fdis,0.0232298686445382,Fitness,0,subcount,60
Path[6]Xgrid,0,Ygrid,19,Distance,43.3337443134975,Fdis,0.0230767042138226,Fitness,0,subcount,81
Path[6]Xgrid,5,Ygrid,24,Distance,43.3337443134975,Fdis,0.0230767042138226,Fitness,0,subcount,81
Path[6]Xgrid,6,Ygrid,24,Distance,43.3337443134975,Fdis,0.0230767042138226,Fitness,0,subcount,81
Path[7]Xgrid,0,Ygrid,21,Distance,44.0663359565166,Fdis,0.022693059867441,Fitness,0,subcount,81
Path[7]Xgrid,5,Ygrid,24,Distance,44.0663359565166,Fdis,0.022693059867441,Fitness,0,subcount,81
Path[7]Xgrid,23,Ygrid,24,Distance,44.0663359565166,Fdis,0.022693059867441,Fitness,0,subcount,81
Path[8]Xgrid,0,Ygrid,24,Distance,46.2036033111745,Fdis,0.021643333600307,Fitness,0,subcount,61
Path[8]Xgrid,7,Ygrid,24,Distance,46.2036033111745,Fdis,0.021643333600307,Fitness,0,subcount,61
Path[9]Xgrid,0,Ygrid,24,Distance,46.2036033111745,Fdis,0.021643333600307,Fitness,0,subcount,61
Path[9]Xgrid,9,Ygrid,24,Distance,46.2036033111745,Fdis,0.021643333600307,Fitness,0,subcount,61
Path[10]Xgrid,0,Ygrid,24,Distance,48.2036033111745,Fdis,0.020745337097407,Fitness,0,subcount,81
Path[10]Xgrid,5,Ygrid,24,Distance,48.2036033111745,Fdis,0.020745337097407,Fitness,0,subcount,81
Path[10]Xgrid,4,Ygrid,24,Distance,48.2036033111745,Fdis,0.020745337097407,Fitness,0,subcount,81
Path[11]Xgrid,0,Ygrid,19,Distance,55.1646962083428,Fdis,0.0181275357018782,Fitness,0,subcount,101
Path[11]Xgrid,5,Ygrid,24,Distance,55.1646962083428,Fdis,0.0181275357018782,Fitness,0,subcount,101
Path[11]Xgrid,0,Ygrid,21,Distance,55.1646962083428,Fdis,0.0181275357018782,Fitness,0,subcount,101
Path[11]Xgrid,4,Ygrid,24,Distance,55.1646962083428,Fdis,0.0181275357018782,Fitness,0,subcount,101
Path[12]Xgrid,5,Ygrid,9,Distance,2400,Fdis,-4099.99364828256,Fitness,100,subcount,0
Path[13]Xgrid,5,Ygrid,9,Distance,2400,Fdis,-4099.99364828256,Fitness,100,subcount,0
Path[14]Xgrid,5,Ygrid,9,Distance,2400,Fdis,-4099.99364828256,Fitness,100,subcount,0
Path[15]Xgrid,5,Ygrid,9,Distance,2400,Fdis,-4099.99364828256,Fitness,100,subcount,0
Path[16]Xgrid,5,Ygrid,9,Distance,2400,Fdis,-4099.99364828256,Fitness,100,subcount,0
Path[17]Xgrid,5,Ygrid,9,Distance,2400,Fdis,-4099.99364828256,Fitness,100,subcount,0
Path[18]Xgrid,5,Ygrid,9,Distance,2400,Fdis,-4099.99364828256,Fitness,100,subcount,0
Path[19]Xgrid,5,Ygrid,9,Distance,2400,Fdis,-4099.99364828256,Fitness,100,subcount,0
