pop0:
gene[0]:,10,distance,45.4031242374328
gene[1]:,36,distance,43.8627911525386
gene[2]:,0,distance,42.738633753706
gene[3]:,34,distance,41.4697566049167
gene[4]:,3,distance,40.0867927612304
gene[5]:,32,distance,38.4025427209327
gene[6]:,5,distance,37.377558326432,ID,45.4031242374328
gene[7]:,5,distance,36.3351353039131,ID,42.738633753706
Fitness:,325.676334861102
pop1:
gene[0]:,10,distance,45.4031242374328
gene[1]:,36,distance,43.8627911525386
gene[2]:,0,distance,42.738633753706
gene[3]:,34,distance,41.4697566049167
gene[4]:,3,distance,40.0867927612304
gene[5]:,32,distance,38.4025427209327
gene[6]:,5,distance,37.377558326432,ID,45.4031242374328
gene[7]:,5,distance,36.3351353039131,ID,42.738633753706
Fitness:,325.676334861102
pop2:
gene[0]:,10,distance,45.4031242374328
gene[1]:,36,distance,43.8627911525386
gene[2]:,0,distance,42.738633753706
gene[3]:,34,distance,41.4697566049167
gene[4]:,3,distance,40.0867927612304
gene[5]:,32,distance,38.4025427209327
gene[6]:,5,distance,37.377558326432,ID,45.4031242374328
gene[7]:,5,distance,36.3351353039131,ID,42.738633753706
Fitness:,325.676334861102
pop3:
gene[0]:,10,distance,45.4031242374328
gene[1]:,36,distance,43.8627911525386
gene[2]:,0,distance,42.738633753706
gene[3]:,34,distance,41.4697566049167
gene[4]:,3,distance,40.0867927612304
gene[5]:,34,distance,38.4025427209327
gene[6]:,5,distance,37.377558326432,ID,45.4031242374328
gene[7]:,5,distance,36.3351353039131,ID,42.738633753706
Fitness:,325.676334861102
pop4:
gene[0]:,10,distance,45.4031242374328
gene[1]:,36,distance,43.8627911525386
gene[2]:,0,distance,42.738633753706
gene[3]:,34,distance,41.4697566049167
gene[4]:,3,distance,40.0867927612304
gene[5]:,34,distance,38.4025427209327
gene[6]:,5,distance,37.377558326432,ID,45.4031242374328
gene[7]:,5,distance,36.3351353039131,ID,42.738633753706
Fitness:,325.676334861102
pop5:
gene[0]:,10,distance,45.4031242374328
gene[1]:,36,distance,43.8627911525386
gene[2]:,0,distance,42.738633753706
gene[3]:,34,distance,41.4697566049167
gene[4]:,3,distance,40.0867927612304
gene[5]:,32,distance,38.4025427209327
gene[6]:,5,distance,37.377558326432,ID,45.4031242374328
